POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,0,2,BHK,1022.3170400829579,1,1,"Wadala East,Lalitpur",19.014858,72.8662,216.0764266243158
Owner,0,0,2,BHK,1138.4126419346371,1,1,"Near Ambamata Mandir,Vapi",20.366670000000003,72.9,37.299473933960705
Owner,0,0,3,BHK,1195.0765123695367,1,1,"Patel Nagar-II,Ghaziabad",28.460928000000003,77.03939100000001,60.777024113257085
Dealer,0,0,1,RK,486.00171591553084,1,1,"Balkum,Lalitpur",24.69028,78.41889,46.6015677986635
Builder,1,1,1,BHK,304.2819539921912,0,0,"Taloja,Lalitpur",24.69028,78.41889,26.790691020564836
Dealer,1,1,2,BHK,1203.1788419195614,0,1,"Bolar,Mangalore",12.843852,74.845271,51.617697866842384
Owner,0,0,2,BHK,972.6170619878485,1,1,"Ayanambakkam,Chennai",13.077175,80.151453,54.38963374744394
Dealer,1,1,3,BHK,1966.863271167147,0,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,71.57449963497652
Dealer,1,1,1,BHK,422.2381868429231,0,1,"Sindhi Society Chembur,Lalitpur",19.048403,72.88731,125.49618783838525
Owner,0,0,3,BHK,1283.8951757980378,1,1,"Shiv Mandir,Siliguri",25.232239,71.392013,32.20853395505469
Dealer,1,1,1,BHK,407.7633360173745,0,0,"Kalyan (West),Maharashtra",19.245347,73.124577,39.97617470123765
Dealer,0,0,3,BHK,1850.1922804392168,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,60.066822782190634
Owner,0,0,2,BHK,962.8399652758961,1,1,"Nandanwan Phases 2,Aurangabad",19.88879,75.34344,65.11033737434838
Owner,0,1,4,BHK,5294.281805255424,1,1,"Sector-76 Noida,Noida",28.567633,77.383124,111.9796405815284
Dealer,0,0,2,BHK,1060.8840124596682,1,1,"Basaveshwara Nagar,Bangalore",12.985039,77.54383,66.6926607669316
Dealer,0,0,3,BHK,1618.444686302367,1,1,"Maniktala,Kolkata",22.589694,88.372957,99.35086848280692
Dealer,0,0,3,BHK,1139.6412626319975,1,1,"Wadala East,Lalitpur",19.014858,72.8662,246.21703875816243
Owner,0,0,2,BHK,1107.158827810245,1,1,"Jhotwara,Jaipur",26.955346,75.73479300000001,27.28792676054025
Dealer,1,1,2,BHK,921.2333446793014,0,0,"Balkum,Lalitpur",24.69028,78.41889,72.0806326773495
Owner,0,0,3,BHK,1438.5332285999027,1,1,"Poolakkaparambu,Ottapalam",10.77,76.38,51.42114908301154
Owner,0,0,3,BHK,1594.0753751713466,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000001,67.98192210723924
Dealer,0,1,2,BHK,574.8671815108363,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,21.689076728371436
Dealer,0,1,3,BHK,1026.9053796370965,1,1,"Powai,Mumbai",19.12,72.91,287.5074027238184
Owner,0,0,3,BHK,1530.7212559878858,1,1,"Yelahanka,Bangalore",13.11389,77.59833,74.39455867469029
Owner,0,0,2,BHK,4967.555594413669,1,1,"Malviya Nagar,Jaipur",26.850391,75.814198,81.25665804433412
Dealer,0,0,3,BHK,1595.921814643194,1,1,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,49.845620091872995
Owner,0,0,2,BHK,1195.3817782422457,1,1,"Madhuranagar,Vijayawada",16.51667,80.61667,45.065137939441776
Owner,0,0,2,BHK,747.6997527803863,1,1,"Tilakwadi,Belgaum",15.86667,74.5,60.787648634821124
Owner,1,0,2,BHK,742.655575548481,0,1,"tallaiya,Bhopal",23.25,77.41667,29.50846612679679
Owner,0,0,2,BHK,1263.8573451063319,1,1,"Mulki,Mangalore",13.0915,74.7844,32.78522899687263
Owner,0,0,2,BHK,1113.3334211275587,1,1,"Manewada,Nagpur",21.093676,79.111965,28.85444849189157
Dealer,0,1,3,BHK,2329.1055932805666,1,1,"Kharadi,Pune",18.5438,73.9438,209.5276562987512
Dealer,0,0,2,BHK,1141.0083840498392,1,1,"Sector-8 Ulwe,Lalitpur",19.216097,72.821721,93.33235649378553
Dealer,0,1,4,BHK,2235.3611828970543,1,1,"Goregaon (East),Lalitpur",19.1615,72.8731,796.4702471195216
Dealer,0,0,2,BHK,750.8081088946292,1,1,"Joka,Kolkata",22.452032,88.298947,29.1978630872184
Owner,0,0,4,BHK,2257.4144394375903,1,1,"Wilson Garden,Bangalore",12.9506,77.5952,140.9230220210674
Dealer,0,0,3,BHK,772.9100811579916,1,1,"DN Nagar,Maharashtra",20.742166,80.104602,234.78741336559176
Owner,0,0,4,BHK,2531.5462951821223,1,1,"Ramprastha,Ghaziabad",28.66667,77.41667,158.75476699045873
Dealer,1,1,4,BHK,2255.3746388903205,0,1,"Gomti Nagar Extension,Lucknow",21.0,77.0,99.04706423674523
Owner,0,1,2,BHK,1147.2369565975143,1,1,"Sector-74 Noida,Noida",28.577673,77.389781,59.44504026944846
Dealer,0,1,2,BHK,1010.0829156581544,1,1,"New Panvel,Mumbai",18.966114,73.148278,83.59290367063991
Owner,0,0,2,BHK,807.5083108222527,1,1,"Prantik,Kolkata",22.56972,88.36972,33.53709087865098
Dealer,1,0,3,BHK,987.2563574769971,0,1,"Subhas Pally,Siliguri",26.706157,88.439748,33.01546655451139
Dealer,0,0,2,BHK,1299.690215696531,1,1,"Jatkhedi,Bhopal",23.169982,77.477889,30.296694568639165
Dealer,0,1,2,BHK,986.4479778136501,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,24.49947727055317
Owner,0,0,2,BHK,986.7749597171234,1,1,"CV Raman Nagar,Bangalore",12.98556,77.66389000000001,47.161428468231534
Dealer,0,0,3,BHK,1129.215893121502,1,1,"Medavakkam,Chennai",12.91716,80.19287,54.20291864069201
Dealer,0,1,2,BHK,878.664675785645,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000001,42.27757435620926
Owner,0,0,3,BHK,2763.7494166666784,1,1,"Basapura,Bangalore",12.863421,77.652405,145.3626324912837
Dealer,1,1,4,BHK,1715.5902957054702,0,0,"Deonar,Maharashtra",19.049513,72.91920400000001,428.3991611013349
Dealer,1,1,3,BHK,2446.540384816049,0,1,"Sector-82 Mohali,Mohali",30.654128000000004,76.732427,139.031535986117
Dealer,0,0,3,BHK,1223.4132815795929,1,1,"Satgachi,Kolkata",23.207157,88.404471,54.690695229573976
Dealer,0,0,2,BHK,1585.688306460649,1,1,"Tilak Nagar,Kanpur",26.459137,79.506922,101.02080818891297
Owner,0,0,2,BHK,895.7350474439623,1,1,"Kalol,Gandhinagar",23.2257,72.51679,17.864850720374832
Dealer,0,1,2,BHK,1202.620694729751,1,1,"Talegaon,Pune",18.441256,74.647361,60.4819812364344
Owner,0,0,2,BHK,1473.2949543180312,1,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,29.06061479384601
Owner,1,1,2,BHK,977.682838965212,0,1,"Sector-143 Noida,Noida",28.5035,77.426447,48.71745665713399
Dealer,0,0,2,BHK,1156.7643183586956,1,1,"Bhandup (West),Maharashtra",19.147866,72.932609,141.01447850137475
Owner,0,0,2,BHK,960.8753072633423,1,1,"Eswaran Koil Street,Pondicherry",11.93,79.83,81.58850862853456
Owner,0,0,2,BHK,873.6256993107636,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,48.41970670019167
Dealer,0,0,2,BHK,863.4441783130326,1,1,"Ananth Nagar,Bangalore",12.96991,77.59796,23.345848062431266
Owner,0,0,1,BHK,484.7670878602356,1,1,"Roha,Raigad",18.4543,73.1147,18.537346800266192
Dealer,0,0,2,BHK,800.7355122950113,1,1,"Thane West,Maharashtra",19.18,72.96333,95.18469463747427
Owner,0,0,2,BHK,791.1465102214667,1,1,"Ankur Vihar,Ghaziabad",28.66667,77.41667,22.25974471286372
Dealer,0,1,2,BHK,617.540093456519,1,1,"Koyambedu,Chennai",13.069866,80.19842299999999,47.593989894058424
Owner,0,0,3,BHK,1689.8372292538386,1,1,"Naveen Nagar,Kanpur",28.861993,78.756315,74.72578327989348
Owner,0,0,2,BHK,1148.0495009266738,1,1,"Nirman Nagar,Jaipur",19.980678,79.297436,90.23379909234887
Owner,0,0,3,BHK,1534.3192755163595,1,1,"Sector-75 Noida,Noida",28.576117,77.382136,86.95182037604219
Owner,0,0,5,BHK,1673.8684686566548,1,1,"Sahibabad,Ghaziabad",28.6711,77.3683,81.70944860036197
Owner,1,0,3,BHK,1611.3508772194714,0,1,"Tripunithura,Kochi",9.952439,76.36329649999999,76.9879050520652
Owner,0,0,1,BHK,595.0261802831143,1,1,"Pen,Raigad",18.75,73.08,20.929068886096086
Dealer,0,1,2,BHK,1434.2396819499677,1,1,"Sector-66A Mohali,Mohali",30.661104,76.746082,66.61328415739642
Owner,0,0,2,BHK,1106.3923576846216,1,1,"Dodda Banaswadi,Bangalore",13.008071,77.65129499999999,79.60505428582907
Dealer,0,0,4,BHK,2748.304171412933,1,1,"Sikandra,Agra",27.216013,77.950834,76.4486565440935
Owner,0,0,3,BHK,1780.7816668856306,1,1,"Kanke,Ranchi",23.35556,85.33471999999999,98.8644111380925
Owner,0,0,2,BHK,1033.7582249850466,1,1,"Narendrapur,Kolkata",22.43917,88.39583,42.001158501689225
Dealer,0,0,3,BHK,3433.1322072928765,1,1,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,344.78107675064126
Owner,0,0,3,BHK,1316.717263401116,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,69.33531422406317
Owner,1,1,2,BHK,1113.4805082223193,0,1,"Katapady,Udupi",13.278237,74.747328,37.7280199989075
Dealer,1,1,4,BHK,1281.0776368695579,0,0,"Kanchpada,Maharashtra",18.96,72.82,491.4899134495565
Dealer,0,1,2,BHK,1033.0315744685277,1,1,"Sector-70 Noida,Noida",28.59632,77.38143000000001,45.42299415169728
Dealer,0,0,3,BHK,2150.7020022157667,1,1,"Sector 82 Faridabad,Faridabad",28.394375,77.35722700000001,83.76498095158044
Owner,0,1,3,BHK,1870.1420280982798,1,1,"Noida Extension,Noida",28.579004,77.431173,83.04475478394983
Dealer,0,0,3,BHK,1672.8849891265515,1,1,"Kudasan,Gandhinagar",23.166495,72.63429000000001,71.64083108112473
Owner,0,1,2,BHK,404.3479871904158,1,1,"Purseni,Lucknow",26.707154,80.98234599999999,10.928656723692715
Owner,0,0,2,BHK,986.7565779186327,1,1,"Chandapura,Bangalore",12.80009,77.71181999999999,48.02487938988555
Dealer,0,1,4,BHK,4864.948644585739,1,1,"Kharadi,Pune",18.5438,73.9438,240.5498518261257
Dealer,0,1,2,BHK,1286.5021754725876,1,1,"4 Bunglows,Mumbai",19.128324,72.825408,321.13635842339465
Dealer,0,1,3,BHK,1548.1460546871208,1,1,"Sector-3 Vaishali,Ghaziabad",28.6423,77.3445,97.88044289936944
Owner,0,0,2,BHK,1119.7340057206623,1,1,"Kaggadasapura,Bangalore",12.9816,77.6729,64.00608110628447
Dealer,0,0,2,BHK,806.0540097824287,1,1,"Jhotwara,Jaipur",26.955346,75.73479300000001,16.55815909534909
Dealer,0,1,4,BHK,2628.6010660181782,1,1,"Manpada,Maharashtra",19.239813,72.962722,304.3797929779716
Dealer,0,0,3,BHK,1508.6234128568515,1,1,"JP Nagar,Bangalore",12.905368,77.580403,100.16764774597853
Owner,0,0,3,BHK,1271.5043878405802,1,1,"Ponekkara,Kochi",9.930471,76.271273,48.23619601177333
Owner,0,0,1,BHK,403.6676172447232,1,1,"Sector-18 Vrindavan Colony,Lucknow",28.568846,77.324966,14.693497800797848
Dealer,0,0,4,BHK,3480.1629970612566,1,1,"Vasna Road,Vadodara",22.312063,72.674296,98.46452758993381
Dealer,0,0,2,BHK,887.5412366953713,1,1,"Sector-25 Khandeshhwar,Mumbai",28.582887,77.339935,68.27045817707184
Owner,0,0,2,BHK,966.5787086175661,1,1,"Bicholi Mardana,Indore",22.1764,75.8193,24.921599337090193
Dealer,0,0,2,BHK,1095.8919994572677,1,1,"Syndicate Bank Colony,Bangalore",12.977126,77.577724,38.12073662164416
Owner,1,0,2,BHK,1029.4071459486179,0,1,"Paota,Jodhpur",26.29564,73.03943000000001,36.49959203265918
Dealer,0,1,3,BHK,1423.3106012580436,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,59.45289894875831
Dealer,0,0,3,BHK,1777.3946739860583,1,1,"Sector 19 Kharghar,Mumbai",19.048979,73.078232,178.48088969903185
Dealer,0,1,2,BHK,1136.0384424714375,1,1,"Marol,Lalitpur",24.69028,78.41889,180.78728850361563
Dealer,0,0,2,BHK,641.1189526402284,1,1,"Vadavalli,Coimbatore",11.026678,76.903583,19.779907010486024
Owner,0,0,2,BHK,1337.1232531371393,1,1,"Gopalpura Bypass,Jaipur",26.878068,75.77985600000001,84.29190611209695
Dealer,0,0,3,BHK,1836.2876912504983,1,1,"Rasanna Colony,Bangalore",12.96991,77.59796,151.85683634307466
Dealer,0,1,2,BHK,906.9839617784453,1,1,"Taloja,Maharashtra",21.56128,74.21238000000001,34.082355138770325
Dealer,0,0,3,BHK,1634.3014230452923,1,1,"Budigere,Bangalore",13.141581,77.749756,88.63342531562692
Owner,0,0,2,BHK,908.8736901263505,1,1,"Tarsali,Vadodara",22.261354,73.215533,25.3815234108817
Owner,0,0,2,BHK,1296.4842069368292,1,1,"Doddakannelli,Bangalore",12.905538,77.694263,98.28378756811733
Dealer,0,1,3,BHK,1945.3082284042346,1,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,98.31263988410211
Dealer,0,0,3,BHK,1637.2174571604344,1,1,"Kakkanad,Kochi",9.930471,76.271273,66.3057567774343
Dealer,0,0,3,BHK,1221.3217118879575,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,209.01089220285712
Dealer,0,0,1,BHK,650.5425357093113,1,1,"Sector 20 Ulwe,Maharashtra",18.964489,73.019574,48.766560050653496
Owner,0,0,2,BHK,1173.0534019105262,1,1,"Ferrar Nagar,Bangalore",12.96991,77.59796,75.02593673497054
Owner,0,0,3,BHK,1228.9781547437176,1,1,"Sahibabad,Ghaziabad",28.6711,77.3683,54.96290590594616
Dealer,0,0,4,BHK,6933.193796671659,1,1,"New Alipore,Kolkata",22.53028,88.33417,1687.7425661598122
Owner,1,1,4,BHK,2713.0984659303745,0,1,"Sector-98 Noida,Noida",28.535689,77.35967099999999,254.74427833610036
Owner,0,0,2,BHK,855.3021783443901,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,28.738355770732685
Dealer,1,1,4,BHK,2616.3347427948434,0,1,"Konanakunte,Bangalore",12.8855,77.5638,255.01345126936098
Owner,0,0,2,BHK,884.9937794134642,1,1,"Roopena Agrahara,Bangalore",12.928575,77.58572099999999,55.36989296150098
Dealer,1,0,4,BHK,2489.686022766196,0,1,"NIBM,Pune",18.475864,73.89000899999999,161.3738477121777
Dealer,0,0,2,BHK,900.9199650853094,1,1,"Suraksha Nagar,Bangalore",20.098413,79.10786,51.03971917189644
Dealer,1,1,1,BHK,266.6214166825351,0,1,"Andheri (East),Lalitpur",19.1145,72.8712,82.03285427079359
Dealer,1,1,3,BHK,1584.5004063855433,0,1,"Tonk Road,Jaipur",26.16667,75.78333,109.88640728538014
Dealer,0,0,2,BHK,950.4108922969166,1,1,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,154.084702607336
Dealer,0,0,2,BHK,998.9277376576142,1,1,"Sector-53 Noida,Noida",28.593566,77.362752,61.420781352779045
Dealer,0,0,4,BHK,2477.03164833232,1,1,"Kadugodi,Bangalore",12.995285,77.766797,97.082902180738
Owner,0,0,2,BHK,1146.409835090032,1,1,"Villivakkam Near ICF Bus Stand,Chennai",13.1101,80.2095,76.72494290878929
Dealer,0,0,2,BHK,1199.2970574829785,1,1,"Kamothe,Mumbai",19.0168,73.09646,86.42958439496954
Dealer,0,0,2,BHK,1370.3592847206025,1,1,"Sector-11 Ghansoli,Mumbai",19.126499,72.99956,202.62051383066236
Dealer,1,1,2,BHK,505.05299602183953,0,0,"Hiranandani Estate,Maharashtra",19.255098,72.9815265,109.61104963787751
Dealer,0,0,2,BHK,1046.7681640181877,1,1,"Manjalpur,Vadodara",22.271214,73.188827,41.037349871192596
Owner,0,0,1,BHK,479.3847807195733,1,1,"Madanandapuram,Chennai",13.020957,80.152774,41.44534302210711
Dealer,0,0,2,BHK,974.4511772023496,1,1,"Hajipur,Noida",28.538774,77.366515,20.945174653979443
Dealer,0,0,2,BHK,1029.063549546572,1,1,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,23.885096519622245
Dealer,1,1,2,BHK,1302.633478074615,0,1,"Sarjapur Road,Bangalore",12.86,77.786,87.81874820151715
Owner,0,0,2,BHK,2048.2157994543336,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,38.557279413500765
Dealer,1,1,4,BHK,4397.956399162147,0,1,"Sector-108 Noida,Noida",28.526624,77.37671800000001,277.73876934041374
Dealer,0,0,2,BHK,1198.8538182204816,1,1,"Nayapalli,Bhubaneswar",20.286571,85.810906,58.666464273275984
Dealer,1,0,3,BHK,1839.5277437851232,0,0,"New Town,Kolkata",22.5922,88.484911,120.01571678023015
Dealer,1,0,1,BHK,445.6340342623302,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,121.70352480477062
Owner,0,0,2,BHK,751.4477703859377,1,1,"Gyan Khand 2,Ghaziabad",28.66667,77.41667,30.70981577842357
Dealer,0,0,2,BHK,1046.6865496496407,1,1,"Roadpali,Maharashtra",19.040066,73.115347,74.14684367128334
Dealer,0,1,3,BHK,1398.7563806968358,1,1,"Electronic City Phase II,Bangalore",12.8458,77.6727,78.46882257484963
Dealer,0,0,2,BHK,1168.0860993897047,1,1,"Sector-35G Kharghar,Maharashtra",18.96,72.82,86.16673455972874
Dealer,0,0,3,BHK,1687.66481239055,1,1,"Goregaon (East),Lalitpur",19.1615,72.8731,403.09721253416166
Owner,1,0,3,BHK,1644.568115301651,0,1,"Sector-143B Noida,Noida",28.495803,77.42684799999999,69.00713384717461
Owner,0,0,2,BHK,1311.9066415642008,1,1,"RM Park,Valsad",20.606469,72.913465,32.76952370648804
Dealer,0,0,1,BHK,651.0343111538253,1,1,"Kalyan (West),Mumbai",19.245347,73.124577,49.07244723603975
Owner,0,0,1,BHK,530.6190181411704,1,1,"Saphale,Palghar",19.585537,72.83686800000001,16.49188447495536
Dealer,0,0,3,BHK,1817.9424693753033,1,1,"Suraksha Nagar,Bangalore",20.098413,79.10786,101.42464774247497
Dealer,0,0,3,BHK,1577.860452307184,1,1,"Judges Enclave,Ghaziabad",28.66667,77.41667,68.49057883215738
Dealer,0,0,3,BHK,1534.849339056148,1,1,"Harlur Road,Bangalore",12.904179,77.665897,76.91038787994347
Owner,0,0,2,BHK,615.9445420339634,1,1,"Byagadadhenahalli,Bangalore",12.758604,77.700377,26.385556813336287
Owner,0,0,4,BHK,2202.895867524924,1,1,"Citylight Area,Surat",21.17,72.83,112.58541881492478
Dealer,0,0,3,BHK,1759.170026814911,1,1,"Action Area IID,Kolkata",40.67197199,-86.15292909,76.95141461612774
Dealer,0,1,2,BHK,1059.7981884138521,1,1,"Manpada,Mumbai",19.239813,72.962722,138.11007487114335
Owner,0,0,2,BHK,1191.318125858329,1,1,"Doddakallasandra,Bangalore",12.880993,77.557654,69.91546299207577
Owner,0,0,2,BHK,1249.4256556434102,1,1,"Bhuvaneshwari Nagar,Bangalore",13.033421,77.603954,59.350376522476786
Dealer,0,0,2,BHK,689.4925392713302,1,1,"Ganganagar,Kolkata",22.301625,88.242147,17.611124688169642
Owner,0,0,2,BHK,790.6009163901529,1,1,"Mohan Nagar,Ghaziabad",28.678014,77.38296,42.39710690230245
Owner,0,0,2,BHK,743.9830291452669,1,1,"Maheshtala,Kolkata",22.486821,88.233267,25.872624721494645
Dealer,0,1,2,BHK,1496.542352836583,1,0,"Anna Nagar West,Chennai",13.086769,80.191135,149.08850547297703
Dealer,0,0,3,BHK,1801.4813762900524,1,1,"Khandagiri,Bhubaneswar",20.257483,85.780142,89.65915630354566
Dealer,0,1,3,BHK,1179.1196665313794,1,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,113.41329154323597
Dealer,0,0,3,BHK,1388.5600824264461,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,39.78814447222559
Owner,0,0,2,BHK,855.5332338033024,1,1,"Palghar,Palghar",19.696531,72.767746,24.715008062412842
Dealer,0,0,2,BHK,910.5741769199789,1,1,"Keelkattalai,Chennai",12.957707,80.18367099999999,48.813915982036725
Owner,1,0,2,BHK,895.5725662739576,0,1,"Ramna,Varanasi",25.248438,83.014116,33.10169038423374
Dealer,0,0,3,BHK,1837.8343473343043,1,1,"Aga Abbas Ali Road,Bangalore",12.96991,77.59796,250.56971182169036
Dealer,0,1,3,BHK,2058.5584633896788,1,1,"Sector-107 Noida,Noida",28.546788,77.37849399999999,162.44649942864987
Dealer,0,1,2,BHK,827.1899159419868,1,1,"Thane West,Mumbai",19.18,72.96333,139.26881654000368
Dealer,0,0,2,BHK,1245.5623752543768,1,1,"Sargasan,Gandhinagar",23.182972,72.611485,35.23663006085069
Dealer,0,1,3,BHK,1026.7979457066542,1,0,"Kharadi,Maharashtra",18.5438,73.9438,78.66314517692793
Dealer,0,0,4,BHK,2316.8158649826246,1,1,"Sector-70 Mohali,Mohali",30.697795000000003,76.714722,159.33972897328198
Dealer,0,0,2,BHK,906.10201221401,1,1,"Sector 35I Kharghar,Lalitpur",24.69028,78.41889,68.90009262596942
Builder,1,0,2,BHK,888.7867641118808,0,0,"Jalukbari,Guwahati",26.154874,91.670312,29.61527347785652
Dealer,0,0,3,BHK,2284.3181398244687,1,1,"C-Scheme,Jaipur",26.91667,75.86667,187.01015409385164
Dealer,0,0,3,BHK,1354.144800694425,1,1,"Sector-50 Noida,Noida",28.5679,77.3679,80.14175243222508
Dealer,0,1,2,BHK,1088.917254155662,1,1,"Warje,Pune",18.485487,73.80377299999999,69.14157708470202
Dealer,0,1,1,BHK,601.2455805703673,1,1,"Mambakkam,Chennai",12.8356,80.1682,30.91306043967766
Owner,0,0,2,BHK,1091.2215252408423,1,1,"Sai Nagar,Amravati",20.892133,77.741664,24.61189519145066
